muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535196915;targets=All;devices=cpu;power=45500.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535197920;targets=All;devices=cpu;power=10974.874371859296 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535198930;targets=All;devices=cpu;power=51315.78947368421 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535199930;targets=All;devices=cpu;power=85931.64556962026 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535200930;targets=All;devices=cpu;power=82540.20100502513 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535201930;targets=All;devices=cpu;power=39884.13098236776 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535202930;targets=All;devices=cpu;power=21317.380352644836 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535203930;targets=All;devices=cpu;power=40777.215189873416 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535204930;targets=All;devices=cpu;power=34067.8391959799 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535205931;targets=All;devices=cpu;power=39940.14962593516 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535206930;targets=All;devices=cpu;power=52598.46547314578 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535207930;targets=All;devices=cpu;power=24944.16243654822 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535208930;targets=All;devices=cpu;power=19992.424242424244 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535209930;targets=All;devices=cpu;power=910.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535210930;targets=All;devices=cpu;power=6110.311750599521 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535211930;targets=All;devices=cpu;power=17706.896551724138 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535212931;targets=All;devices=cpu;power=1824.5614035087717 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535213930;targets=All;devices=cpu;power=2502.5 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535214930;targets=All;devices=cpu;power=1134.6633416458853 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535215495;targets=All;devices=cpu;power=14211.586901763225 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535216494;targets=All;devices=cpu;power=24922.11055276382 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535217495;targets=All;devices=cpu;power=36582.91457286433 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535218495;targets=All;devices=cpu;power=37992.5 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535219485;targets=All;devices=cpu;power=42742.42424242424 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535220495;targets=All;devices=cpu;power=56819.512195121955 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535221495;targets=All;devices=cpu;power=48594.45843828715 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535222495;targets=All;devices=cpu;power=52587.93969849245 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535223494;targets=All;devices=cpu;power=71256.85785536158 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535224495;targets=All;devices=cpu;power=90308.86075949366 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535225495;targets=All;devices=cpu;power=91000.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535226494;targets=All;devices=cpu;power=91000.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535227495;targets=All;devices=cpu;power=88952.5 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535228494;targets=All;devices=cpu;power=91000.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535229494;targets=All;devices=cpu;power=91000.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535230495;targets=All;devices=cpu;power=91000.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535231494;targets=All;devices=cpu;power=91000.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535232495;targets=All;devices=cpu;power=90545.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535233495;targets=All;devices=cpu;power=91000.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535234495;targets=All;devices=cpu;power=90319.20199501248 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535235494;targets=All;devices=cpu;power=76930.17456359102 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535236495;targets=All;devices=cpu;power=75154.2288557214 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535237494;targets=All;devices=cpu;power=75114.7132169576 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535238495;targets=All;devices=cpu;power=57330.0 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535239495;targets=All;devices=cpu;power=59754.38596491228 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535240495;targets=All;devices=cpu;power=69964.824120603 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535241495;targets=All;devices=cpu;power=68932.49999999999 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535242495;targets=All;devices=cpu;power=61815.656565656565 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535243495;targets=All;devices=cpu;power=71256.85785536158 mW
muid=9e41a028-69ab-4bc9-ac7e-9bc5bb2d2a6d;timestamp=1515535244495;targets=All;devices=cpu;power=35758.186397984886 mW
