muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180526852;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180529826;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180532816;targets=influxd;devices=cpu;power=9434.782608695652 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180535817;targets=influxd;devices=cpu;power=75.89658048373644 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180538816;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180541806;targets=influxd;devices=cpu;power=9856.423173803527 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180544806;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180547816;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180550805;targets=influxd;devices=cpu;power=5272.040302267003 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180553807;targets=influxd;devices=cpu;power=5080.833333333334 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180556806;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180559806;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180562806;targets=influxd;devices=cpu;power=12360.833333333334 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180565816;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180568816;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180571805;targets=influxd;devices=cpu;power=9975.732217573222 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180574816;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180577805;targets=influxd;devices=cpu;power=0.0 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180580806;targets=influxd;devices=cpu;power=5758.534554537886 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180583816;targets=influxd;devices=cpu;power=4081.3953488372094 mW
muid=e46eb214-b048-4036-ad67-88f601941bb8;timestamp=1516180586805;targets=influxd;devices=cpu;power=0.0 mW
